"date","description","original_description","amount","transaction_type","category","account_name","labels","notes"
"6/04/2012","Naos Lounge Naos","NAOS LOUNGE SEATTLE WA06/02NAOS LOUN","6.93","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"6/04/2012","7-Eleven","7-ELEVEN EVERETT WA06/017-ELEVEN","9.27","debit","Fast Food","PREMIER PLUS CKG","",""
"6/04/2012","Check 110","CHECK 110","925.00","debit","Mortgage & Rent","PREMIER PLUS CKG","",""
"6/04/2012","Educational Comp Ach","EDUCATIONAL COMP ACH LNPYMTPPD ID: 2251222771","102.35","debit","Student Loan","PREMIER PLUS CKG","",""
"6/02/2012","Country Farms","COUNTRY FARMS EVERETT WA","13.34","debit","Uncategorized","Alaska Airlines Visa Signature","",""
"6/02/2012","Interest Charged Balance","Interest Charged on Balance Transfers","0.00","credit","Interest Income","Alaska Airlines Visa Signature","",""
"6/02/2012","Safeway","SAFEWAY STORE 00014845 EVERETT WA","49.93","debit","Groceries","Alaska Airlines Visa Signature","",""
"6/02/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv","0.00","credit","Interest Income","Alaska Airlines Visa Signature","",""
"6/02/2012","Interest Charged Purchases","Interest Charged on Purchases","0.00","credit","Interest Income","Alaska Airlines Visa Signature","",""
"6/02/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances","0.00","credit","Interest Income","Alaska Airlines Visa Signature","",""
"6/01/2012","Transfer from TOTAL CHECKING","BA ELECTRONIC PAYMENT","288.79","credit","Credit Card Payment","Alaska Airlines Visa Signature","",""
"6/01/2012","Auto Insurance","PEMCO INS PYMT   INS.PREMPPD ID: 9916028851","85.81","debit","Auto Insurance","PREMIER PLUS CKG","",""
"6/01/2012","PEMCO Insurance","PEMCO INS PYMT   INS.PREMPPD ID: 9916028851","7.62","debit","Home Insurance","PREMIER PLUS CKG","",""
"6/01/2012","Eurest Dining","EUREST DINING EVERETT EV05/30EUREST DI","4.74","debit","Food & Dining","PREMIER PLUS CKG","",""
"6/01/2012","Minol Usa Moto","MINOL USA - MOTO MINOL USAPPD ID: 9544007011","44.56","debit","Utilities","PREMIER PLUS CKG","",""
"5/31/2012","Eurest Dining","EUREST DINING EVERETT EV05/29EUREST DI","2.83","debit","Food & Dining","PREMIER PLUS CKG","",""
"5/31/2012","Safeway","SAFEWAY STORE  1484 EVER71201505/31SAFEWAY S","1.66","debit","Groceries","PREMIER PLUS CKG","",""
"5/31/2012","Deptofeducation Student Ln","DEPTOFEDUCATION  STUDENT LN 6J77I0LITV1     WEB ID: 9102000606","148.70","debit","Student Loan","PREMIER PLUS CKG","",""
"5/31/2012","Sallie Mae","SALLIE MAE       EBILL      97798931711001B WEB ID: 2541843973","50.35","debit","Student Loan","PREMIER PLUS CKG","",""
"5/25/2012","ATM Withdrawal","ATM WITHDRAWAL          00052605/242628 COLB","200.00","debit","Amusement","PREMIER PLUS CKG","",""
"5/25/2012","International Parking M","INTERNATIONAL PARKING M05/24INTERNATI","7.32","debit","Parking","PREMIER PLUS CKG","",""
"5/25/2012","Eurest Dining","EUREST DINING EVERETT EV05/23EUREST DI","4.94","debit","Food & Dining","PREMIER PLUS CKG","",""
"5/24/2012","Eurest Dining","EUREST DINING EVERETT EV05/22EUREST DI","2.50","debit","Food & Dining","PREMIER PLUS CKG","",""
"5/24/2012","Boeing Compa Dir","THE BOEING COMPA DIR DEPPPD ID: 1951054708","1597.84","credit","Paycheck","PREMIER PLUS CKG","",""
"5/24/2012","ATM Withdrawal","ATM WITHDRAWAL          00722205/2485 PIKE S","260.00","debit","Amusement","PREMIER PLUS CKG","",""
"5/24/2012","Safeway","SAFEWAY STORE  1484 EVER94602505/24SAFEWAY S","4.99","debit","Groceries","PREMIER PLUS CKG","",""
"5/24/2012","Wash Lqr Cntl","WASH LQR CNTL B EVERETT05/24WASH LQR","35.90","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"5/23/2012","7-Eleven","7-ELEVEN EVERETT WA05/237-ELEVEN","11.77","debit","Fast Food","PREMIER PLUS CKG","",""
"5/21/2012","Safeway Fuel","SAFEWAY FUEL 10014843","53.41","debit","Gas & Fuel","Alaska Airlines Visa Signature","",""
"5/21/2012","Safeway","SAFEWAY STORE 00014845","81.69","debit","Groceries","Alaska Airlines Visa Signature","",""
"5/21/2012","Seattle's Best","SEATTLE'S BEST00205278 S05/20SEATTLE'S","8.32","debit","Coffee Shops","PREMIER PLUS CKG","",""
"5/21/2012","Eurest Dining","EUREST DINING EVERETT EV05/18EUREST DI","5.77","debit","Food & Dining","PREMIER PLUS CKG","",""
"5/21/2012","ATM Withdrawal","ATM WITHDRAWAL          00446405/1985 PIKE S","60.00","debit","Amusement","PREMIER PLUS CKG","",""
"5/19/2012","Eurest Dining","EUREST DINING EVERETT","6.31","debit","Food & Dining","Alaska Airlines Visa Signature","",""
"5/19/2012","Belltown Pub","BELLTOWN PUB","28.80","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"5/17/2012","Gyros Go Gyros","GYROS TO GO EVERETT WA05/15GYROS TO","8.56","debit","Fast Food","PREMIER PLUS CKG","",""
"5/17/2012","Eurest Dining","EUREST DINING EVERETT EV05/15EUREST DI","3.48","debit","Food & Dining","PREMIER PLUS CKG","",""
"5/16/2012","Canteen Vending Malvern","CANTEEN VENDING MALVERN05/15CANTEEN V","1.50","debit","Uncategorized","PREMIER PLUS CKG","",""
"5/14/2012","Comcast","COMCAST          COMCAST    0182385018      WEB ID: C849831000","44.99","debit","Internet","PREMIER PLUS CKG","",""
"5/14/2012","Mr Gyros Mr","MR GYROS SEATTLE WA05/12MR GYROS","11.75","debit","Restaurants","PREMIER PLUS CKG","",""
"5/14/2012","Prx Droid Ap","GOOGLE *PRX Droid Ap GOO05/14GOOGLE *P","2.99","debit","Amusement","PREMIER PLUS CKG","",""
"5/14/2012","Domino's Pizza","DOMINO'S 7149 253-202-6605/13DOMINO'S","19.78","debit","Fast Food","PREMIER PLUS CKG","",""
"5/14/2012","Wingdome Greenwood Seatt","WINGDOME GREENWOOD SEATT05/13WINGDOME","11.49","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"5/14/2012","Eurest Dining","EUREST DINING EVERETT EV05/10EUREST DI","1.74","debit","Food & Dining","PREMIER PLUS CKG","",""
"5/14/2012","Yard Cafe","THE YARD CAFE","23.00","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"5/14/2012","Mukilteo Lodge Sports","MUKILTEO LODGE SPORTS","16.14","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"5/10/2012","AT&T","AT&T             PAYMENT    545085343291TNK WEB ID: 9992500010","90.37","debit","Mobile Phone","PREMIER PLUS CKG","",""
"5/10/2012","Eurest Dining","EUREST DINING EVERETT EV05/08EUREST DI","1.74","debit","Food & Dining","PREMIER PLUS CKG","",""
"5/10/2012","Boeing Compa Dir","THE BOEING COMPA DIR DEPPPD ID: 1951054708","1525.30","credit","Paycheck","PREMIER PLUS CKG","",""
"5/09/2012","1-800-Flowers","1-800-FLOWERS.COM,IN 80005/091-800-FLO","67.97","debit","Gift","PREMIER PLUS CKG","",""
"5/09/2012","Pacific Food Trading","PACIFIC FOOD TRADING EVE25542505/09PACIFIC F","42.01","debit","Food & Dining","PREMIER PLUS CKG","",""
"5/07/2012","Panera Bread","PANERA BREAD #601515 EDM05/06PANERA BR","8.09","debit","Fast Food","PREMIER PLUS CKG","",""
"5/07/2012","Safeway","SAFEWAY STORE  1484 EVER56487505/05SAFEWAY S","9.82","debit","Groceries","PREMIER PLUS CKG","",""
"5/07/2012","Tailgators W Tailgator","TAILGATORS 425-2581805 W05/04TAILGATOR","27.18","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"5/07/2012","Eurest Dining","EUREST DINING EVERETT EV05/04EUREST DI","6.75","debit","Food & Dining","PREMIER PLUS CKG","",""
"5/07/2012","Seattle Works W","SEATTLE WORKS 503-59703905/03SEATTLE W","30.00","debit","Amusement","PREMIER PLUS CKG","",""
"5/02/2012","Interest Charged Purchases","Interest Charged on Purchases","0.00","credit","Interest Income","Alaska Airlines Visa Signature","",""
"5/02/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv","0.00","credit","Interest Income","Alaska Airlines Visa Signature","",""
"5/02/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances","0.00","credit","Interest Income","Alaska Airlines Visa Signature","",""
"5/02/2012","Interest Charged Balance","Interest Charged on Balance Transfers","0.00","credit","Interest Income","Alaska Airlines Visa Signature","",""
"5/02/2012","PEMCO Insurance","PEMCO INS PYMT   INS.PREMPPD ID: 9916028851","7.62","debit","Home Insurance","PREMIER PLUS CKG","",""
"5/02/2012","Eurest Dining","EUREST DINING EVERETT EV04/30EUREST DI","2.50","debit","Food & Dining","PREMIER PLUS CKG","",""
"5/02/2012","Auto Insurance","PEMCO INS PYMT   INS.PREMPPD ID: 9916028851","85.81","debit","Auto Insurance","PREMIER PLUS CKG","",""
"5/02/2012","Transfer to Alaska Airlines Signature Visa","BK OF AMER VI/MC ONLINE PMT CKF958241099POS WEB ID: 9500000000","292.53","debit","Credit Card Payment","PREMIER PLUS CKG","",""
"5/01/2012","Transfer from TOTAL CHECKING","BA ELECTRONIC PAYMENT","292.53","credit","Credit Card Payment","Alaska Airlines Visa Signature","",""
"4/30/2012","Kells Irish Restaurant","KELLS IRISH RESTAURANT SEATTLE WA","28.00","debit","Restaurants","Alaska Airlines Visa Signature","",""
"4/30/2012","Check 109","CHECK 109","925.00","debit","Mortgage & Rent","PREMIER PLUS CKG","",""
"4/30/2012","Deptofeducation Student Ln","DEPTOFEDUCATION  STUDENT LN 6J65R9MROQ1     WEB ID: 9102000606","148.70","debit","Student Loan","PREMIER PLUS CKG","",""
"4/30/2012","Ruck 4102 Rucker Avenue","4102 RUCKER AVE EVERETT 32303904/304102 RUCK","50.94","debit","Groceries","PREMIER PLUS CKG","",""
"4/30/2012","Sallie Mae","SALLIE MAE       EBILL      97798931711001B WEB ID: 2541843973","103.72","debit","Student Loan","PREMIER PLUS CKG","",""
"4/30/2012","Music","GOOGLE *Music GOOGLE.COM04/29GOOGLE *M","10.36","debit","Music","PREMIER PLUS CKG","",""
"4/30/2012","International Parking M","INTERNATIONAL PARKING M04/28INTERNATI","14.64","debit","Parking","PREMIER PLUS CKG","",""
"4/30/2012","Big E Ale","BIG E ALE HOUSE LYYNWOOD04/26BIG E ALE","15.15","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/30/2012","Safeway","SAFEWAY STORE  1484 EVER37042904/28SAFEWAY S","59.36","debit","Groceries","PREMIER PLUS CKG","",""
"4/30/2012","Belltown Pub Belltown","BELLTOWN PUB SEATTLE WA04/29BELLTOWN","16.25","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/30/2012","Educational Comp Epayment","EDUCATIONAL COMP EPAYMENT7215449 WEB ID: 2251222771","106.95","debit","Loan Payment","PREMIER PLUS CKG","",""
"4/30/2012","ATM Withdrawal","ATM WITHDRAWAL          00499704/291301 2ND","200.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/30/2012","Minol Usa Moto","MINOL USA - MOTO MINOL USAPPD ID: 9544007011","50.51","debit","Utilities","PREMIER PLUS CKG","",""
"4/30/2012","Kells Irish Restaurant","KELLS IRISH RESTAURANT","28.00","debit","Restaurants","Alaska Airlines Visa Signature","",""
"4/26/2012","Boeing Compa Dir","THE BOEING COMPA DIR DEPPPD ID: 1951054708","1843.39","credit","Paycheck","PREMIER PLUS CKG","",""
"4/24/2012","Gypsy Restaurant","GYPSY RESTAURANT","15.25","debit","Restaurants","Alaska Airlines Visa Signature","",""
"4/24/2012","Eurest Thompson Dining","EUREST/THOMPSON DINING","6.75","debit","Restaurants","Alaska Airlines Visa Signature","",""
"4/24/2012","Pacific Food Tr","PACIFIC FOOD TR EVERETT04/24PACIFIC F","41.75","debit","Groceries","PREMIER PLUS CKG","",""
"4/24/2012","Newport Seafood Gril","60 NEWPORT SEAFOOD GRIL04/2260 NEWPOR","19.17","debit","Restaurants","PREMIER PLUS CKG","",""
"4/24/2012","Smartandroid Goo","GOOGLE *SmartAndroid GOO04/24GOOGLE *S","0.99","debit","Amusement","PREMIER PLUS CKG","",""
"4/23/2012","ATM Fee","NON-CHASE ATM WITHDRAW  30697804/212100 NW G","3.50","debit","ATM Fee","PREMIER PLUS CKG","",""
"4/23/2012","ATM Withdrawal","NON-CHASE ATM WITHDRAW  30697804/212100 NW G","40.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/23/2012","Wal-Mart","WM SUPERCENTER#5462","14.40","debit","Groceries","Alaska Airlines Visa Signature","",""
"4/23/2012","Rams Head Pub","RAMS HEAD PUB","15.50","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"4/23/2012","ATM Fee","NON-CHASE ATM FEE-WITH","2.00","debit","ATM Fee","PREMIER PLUS CKG","",""
"4/23/2012","Trimet Tvm Trimet","TRIMET TVM PORTLAND OR04/22TRIMET TV","5.00","debit","Public Transportation","PREMIER PLUS CKG","",""
"4/23/2012","Trimet Tvm Trimet","TRIMET TVM PORTLAND OR04/21TRIMET TV","5.00","debit","Public Transportation","PREMIER PLUS CKG","",""
"4/23/2012","Eurest Thompson Dining","EUREST/THOMPSON DINING E04/20EUREST/TH","5.00","debit","Restaurants","PREMIER PLUS CKG","",""
"4/21/2012","Tailgators","TAILGATORS","26.32","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"4/20/2012","7-Eleven","7-ELEVEN 25054","7.99","debit","Fast Food","Alaska Airlines Visa Signature","",""
"4/20/2012","Pilot Travel Center","PILOT #0151 TUMWATER WA 94358404/20PILOT #01","6.84","debit","Fast Food","PREMIER PLUS CKG","",""
"4/19/2012","Eurest Thompson Dining","EUREST/THOMPSON DINING E04/18EUREST/TH","5.22","debit","Restaurants","PREMIER PLUS CKG","",""
"4/17/2012","PayPal","PAYPAL           INST XFER  56VJ25SSK8LAE   WEB ID: PAYPALSI66","5.34","debit","Shopping","PREMIER PLUS CKG","",""
"4/16/2012","PayPal","PAYPAL           INST XFER  56VJ25SKBHT3S   WEB ID: PAYPALSI66","83.04","debit","Amusement","PREMIER PLUS CKG","","Paid back with cash"
"4/16/2012","Shilla Korean Bbq","SHILLA KOREAN BBQ SEATTL04/15SHILLA KO","9.25","debit","Restaurants","PREMIER PLUS CKG","",""
"4/16/2012","Oasis Tea Zone","OASIS TEA ZONE SEATTLE W04/15OASIS TEA","3.75","debit","Coffee Shops","PREMIER PLUS CKG","",""
"4/16/2012","ATM Withdrawal","ATM WITHDRAWAL          00718204/15600 FIFTH","40.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/16/2012","McDonald's","MCDONALD'S M4451 OF WA S04/15MCDONALD'","4.38","debit","Fast Food","PREMIER PLUS CKG","",""
"4/16/2012","7-Eleven","7-ELEVEN EVERETT WA04/147-ELEVEN","18.87","debit","Fast Food","PREMIER PLUS CKG","",""
"4/16/2012","Pacific Food Tr","PACIFIC FOOD TR EVERETT04/14PACIFIC F","36.64","debit","Groceries","PREMIER PLUS CKG","",""
"4/16/2012","Brownscoffee Com Cof","BROWNSCOFFEE.COM 206-66104/14BROWNSCOF","13.43","debit","Coffee Shops","PREMIER PLUS CKG","",""
"4/16/2012","Skyline Skyline","SKYLINE SEATTLE WA04/14SKYLINE S","9.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/16/2012","Toshis Teriyaki Toshis","TOSHIS TERIYAKI EVERETT04/13TOSHIS TE","8.52","debit","Restaurants","PREMIER PLUS CKG","",""
"4/16/2012","Eurest Thompson Dining","EUREST/THOMPSON DINING E04/13EUREST/TH","3.48","debit","Restaurants","PREMIER PLUS CKG","",""
"4/16/2012","Subway","SUBWAY        00288548 E04/13SUBWAY","8.12","debit","Fast Food","PREMIER PLUS CKG","",""
"4/16/2012","A Pizza Mart","A PIZZA MART","20.00","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"4/16/2012","Leena Cafe","LEENA'S CAFE","12.48","debit","Restaurants","Alaska Airlines Visa Signature","",""
"4/14/2012","Tully's Coffee","TULLYS COFFEE 1106 PAI","2.14","debit","Coffee Shops","Alaska Airlines Visa Signature","",""
"4/13/2012","Shear Perfection","SHEAR PERFECTION INC","20.00","debit","Hair","Alaska Airlines Visa Signature","",""
"4/13/2012","Comcast","COMCAST          COMCAST    0182385018      WEB ID: C849831000","44.99","debit","Internet","PREMIER PLUS CKG","",""
"4/13/2012","Ruck 4102 Rucker Avenue","4102 RUCKER AVE EVERETT 38622104/134102 RUCK","49.98","debit","Gas & Fuel","PREMIER PLUS CKG","",""
"4/12/2012","Ats Cafe Sdx","ATS CAFE SDX  30045728 E04/11ATS CAFE","8.19","debit","Restaurants","PREMIER PLUS CKG","",""
"4/12/2012","Boeing Compa Dir","THE BOEING COMPA DIR DEPPPD ID: 1951054708","1524.73","credit","Paycheck","PREMIER PLUS CKG","",""
"4/11/2012","Best Buy","BEST BUY 00005660","42.47","debit","Electronics & Software","Alaska Airlines Visa Signature","",""
"4/11/2012","Blue C Sushi","BLUE C SUSHI","18.41","debit","Restaurants","Alaska Airlines Visa Signature","",""
"4/11/2012","Transfer to CREDIT CARD","CHASE            AUTOPAYPPD ID: 4760039224","1.74","debit","Credit Card Payment","PREMIER PLUS CKG","",""
"4/11/2012","Little Caesars","LITTLE CAESARS-BROADWAY04/10LITTLE CA","6.54","debit","Restaurants","PREMIER PLUS CKG","",""
"4/11/2012","US Treasury","US TREASURY 312    TAX REFPPD ID: 3111036170","1215.53","credit","Federal Tax","PREMIER PLUS CKG","",""
"4/10/2012","PayPal","PAYPAL           INST XFER  56VJ25S5UTKQW   WEB ID: PAYPALSI66","29.95","debit","Shopping","PREMIER PLUS CKG","",""
"4/10/2012","PayPal","PAYPAL           INST XFER  56VJ25S7S37AY   WEB ID: PAYPALSI66","41.52","debit","Amusement","PREMIER PLUS CKG","",""
"4/10/2012","Best Buy","BEST BUY #477 LYNNWOOD W04/09BEST BUY","44.88","debit","Electronics & Software","PREMIER PLUS CKG","",""
"4/10/2012","Eurest Thompson Dining","EUREST/THOMPSON DINING E04/09EUREST/TH","2.50","debit","Restaurants","PREMIER PLUS CKG","",""
"4/10/2012","Orca Kcm Online","ORCA KCM ONLINE SALE 20604/07ORCA KCM","20.00","debit","Public Transportation","PREMIER PLUS CKG","",""
"4/10/2012","Transfer from TOTAL CHECKING","AUTOMATIC PAYMENT - THANK","1.74","credit","Credit Card Payment","CREDIT CARD","",""
"4/09/2012","Royal","ROYAL GRILL AND BAR","33.00","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"4/09/2012","Pagliacci Ballinger Wa","PAGLIACCI BALLINGER WA","26.08","debit","Uncategorized","Alaska Airlines Visa Signature","",""
"4/09/2012","AT&T","AT&T             PAYMENT    545085343291TNK WEB ID: 9992500010","90.43","debit","Mobile Phone","PREMIER PLUS CKG","",""
"4/09/2012","iTunes","APL*APPLE ITUNES STO 86604/07APL*APPLE","1.41","debit","Music","PREMIER PLUS CKG","",""
"4/09/2012","Eurest Thompson Dining","EUREST/THOMPSON DINING E04/06EUREST/TH","3.16","debit","Restaurants","PREMIER PLUS CKG","",""
"4/06/2012","Amazon","Amazon Digital Svcs 866-04/05Amazon Di","10.91","debit","Shopping","PREMIER PLUS CKG","",""
"4/03/2012","PEMCO Insurance","PEMCO INS PYMT   INS.PREMPPD ID: 9916028851","7.62","debit","Home Insurance","PREMIER PLUS CKG","",""
"4/03/2012","Auto Insurance","PEMCO INS PYMT   INS.PREMPPD ID: 9916028851","85.81","debit","Auto Insurance","PREMIER PLUS CKG","",""
"4/03/2012","Educational Comp Ach","EDUCATIONAL COMP ACH LNPYMTPPD ID: 2251222771","318.27","debit","Student Loan","PREMIER PLUS CKG","",""
"4/03/2012","Check 107","CHECK 107","925.00","debit","Mortgage & Rent","PREMIER PLUS CKG","",""
"4/02/2012","Interest Charged Purchases","Interest Charged on Purchases","0.00","credit","Interest Income","Alaska Airlines Visa Signature","",""
"4/02/2012","Interest Charged Balance","Interest Charged on Balance Transfers","0.00","credit","Interest Income","Alaska Airlines Visa Signature","",""
"4/02/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv","0.00","credit","Interest Income","Alaska Airlines Visa Signature","",""
"4/02/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances","0.00","credit","Interest Income","Alaska Airlines Visa Signature","",""
"4/02/2012","Ltd Bar Grill","LTD BAR & GRILL SEATTLE WA","27.00","debit","Restaurants","Alaska Airlines Visa Signature","",""
"4/02/2012","Sinners Saints Tequi","SINNERS & SAINTS TEQUI SEATTLE WA","17.01","debit","Uncategorized","Alaska Airlines Visa Signature","",""
"4/02/2012","Cactus Moon Saloon","CACTUS MOON SALOON EVERETT WA","27.04","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"4/02/2012","Orange Cab","ORANGE CAB COMPANY SEATTLE WA","31.00","debit","Rental Car & Taxi","Alaska Airlines Visa Signature","",""
"4/02/2012","Bold Hat Hopscotch","BOLD HAT HOPSCOTCH SEATTLE WA","50.00","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"4/02/2012","Shell","SHELL OIL 57444039309 EVERETT WA","52.73","debit","Gas & Fuel","Alaska Airlines Visa Signature","",""
"4/02/2012","Minol Usa Moto","MINOL USA - MOTO MINOL USAPPD ID: 9544007011","113.92","debit","Utilities","PREMIER PLUS CKG","",""
"4/02/2012","Transfer to Alaska Airlines Signature Visa","BK OF AMER VI/MC ONLINE PMT CKF958241099POS WEB ID: 9500000000","476.93","debit","Credit Card Payment","PREMIER PLUS CKG","",""
"4/02/2012","Chevron","CHEVRON/BALLINGER  INC S61319603/30CHEVRON/B","17.50","debit","Gas & Fuel","PREMIER PLUS CKG","",""
"4/02/2012","ATM Withdrawal","ATM WITHDRAWAL          00918203/304815 EVER","60.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/02/2012","Eurest Thompson Dining","EUREST/THOMPSON DINING E03/29EUREST/TH","2.83","debit","Restaurants","PREMIER PLUS CKG","",""
"3/31/2012","Safeway","SAFEWAY STORE 00014845 EVERETT WA","87.75","debit","Groceries","Alaska Airlines Visa Signature","",""
"3/30/2012","Transfer from TOTAL CHECKING","BA ELECTRONIC PAYMENT","476.93","credit","Credit Card Payment","Alaska Airlines Visa Signature","",""
"3/30/2012","Snohomish Pud Utility","SNOHOMISH CO PUD UTILITY    3495277         WEB ID: 0000005286","38.65","debit","Utilities","PREMIER PLUS CKG","",""
"3/29/2012","Boeing Compa Dir","THE BOEING COMPA DIR DEPPPD ID: 1951054708","1575.69","credit","Paycheck","PREMIER PLUS CKG","",""
"3/26/2012","Tailgators Wa","TAILGATORS 425-2581805 WA","32.00","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"3/26/2012","7-Eleven","7-ELEVEN 25054 EVERETT WA","9.27","debit","Fast Food","Alaska Airlines Visa Signature","",""
"3/26/2012","Kalia Indian Cuisine","KALIA INDIAN CUISINE LYNNWOOD WA","15.21","debit","Restaurants","Alaska Airlines Visa Signature","",""
"3/26/2012","Safeway","SAFEWAY STORE  1484 EVER13013303/24SAFEWAY S","17.77","debit","Groceries","PREMIER PLUS CKG","",""
"3/26/2012","Mukilteo Lodge Sports","MUKILTEO LODGE SPORTS G03/23MUKILTEO","16.69","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/22/2012","Everett Auto Clinic","EVERETT AUTO CLINIC EVERETT WA","46.95","debit","Service & Parts","Alaska Airlines Visa Signature","",""
"3/22/2012","Eurest Thompson Dining","EUREST/THOMPSON DINING E03/21EUREST/TH","6.75","debit","Restaurants","PREMIER PLUS CKG","",""
"3/22/2012","Tully's Coffee","TULLYS COFFEE #1099 BOE03/20TULLYS CO","6.12","debit","Coffee Shops","PREMIER PLUS CKG","",""
"3/21/2012","Deptofeducation Student Ln","DEPTOFEDUCATION  STUDENT LN 6J4V4R7TS01     WEB ID: 9102000606","99.10","debit","Student Loan","PREMIER PLUS CKG","",""
"3/21/2012","Deptofeducation Student Ln","DEPTOFEDUCATION  STUDENT LN 6J4V4R7QQB1     WEB ID: 9102000606","198.30","debit","Student Loan","PREMIER PLUS CKG","",""
"3/20/2012","Tailgators Wa","TAILGATORS 425-2581805 WA","26.00","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"3/20/2012","Tailgators Wa","TAILGATORS 425-2581805 WA","31.00","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"3/20/2012","Pawn Pros","PAWN PROS #3 EVERETT WA","152.88","debit","Shopping","Alaska Airlines Visa Signature","","Guitar amp"
"3/20/2012","Espn","GOOGLE *ESPN Inc GOOGLE.03/19GOOGLE *E","2.99","debit","Service Fee","PREMIER PLUS CKG","",""
"3/20/2012","Jimmy John's","JIMMY JOHNS - 1626 EVERE03/18JIMMY JOH","7.63","debit","Restaurants","PREMIER PLUS CKG","",""
"3/19/2012","Kells Irish Restaurant","KELLS IRISH RESTAURANT SEATTLE WA","14.00","debit","Restaurants","Alaska Airlines Visa Signature","",""
"3/19/2012","Belltown Pub","BELLTOWN PUB SEATTLE WA","26.50","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"3/19/2012","7-Eleven","7-ELEVEN 25054 EVERETT WA","12.50","debit","Fast Food","Alaska Airlines Visa Signature","",""
"3/19/2012","Seattle Park Seattle","SEATTLE 684-PARK SEATTLE03/17SEATTLE 6","3.00","debit","Parking","PREMIER PLUS CKG","",""
"3/17/2012","Safeway Fuel","SAFEWAY FUEL 10014843 EVERETT WA","53.13","debit","Gas & Fuel","Alaska Airlines Visa Signature","",""
"3/16/2012","Eurest Thompson Dining","EUREST/THOMPSON DINING E03/15EUREST/TH","2.50","debit","Restaurants","PREMIER PLUS CKG","",""
"3/15/2012","Tully's Coffee","TULLYS COFFEE #1099 BOE03/13TULLYS CO","3.66","debit","Coffee Shops","PREMIER PLUS CKG","",""
"3/15/2012","Boeing Compa Dir","THE BOEING COMPA DIR DEPPPD ID: 1951054708","1564.06","credit","Paycheck","PREMIER PLUS CKG","",""
"3/14/2012","ATM Withdrawal","ATM WITHDRAWAL          00662403/144815 EVER","40.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/13/2012","Safeway","SAFEWAY STORE 00014845 EVERETT WA","85.97","debit","Groceries","Alaska Airlines Visa Signature","",""
"3/13/2012","Comcast","COMCAST          COMCAST    0182385018      WEB ID: C849831000","44.99","debit","Internet","PREMIER PLUS CKG","",""
"3/13/2012","AT&T","ATT              Payment    422082001MYW9R  WEB ID: 9864031005","109.18","debit","Mobile Phone","PREMIER PLUS CKG","",""
"3/13/2012","Interest Charge","PURCHASE INTEREST CHARGE","1.74","debit","Finance Charge","CREDIT CARD","",""
"3/12/2012","Mukilteo Lodge Sports","MUKILTEO LODGE SPORTS MUKILTEO WA","15.14","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"3/12/2012","Tats Delicatessen","TATS DELICATESSEN SEATTLE WA","12.50","debit","Restaurants","Alaska Airlines Visa Signature","",""
"3/12/2012","Tats Delicatessen","TATS DELICATESSEN SEATTLE WA","3.83","debit","Restaurants","Alaska Airlines Visa Signature","",""
"3/12/2012","Fuel","FUEL SEATTLE WA","35.00","debit","Gas & Fuel","Alaska Airlines Visa Signature","",""
"3/12/2012","Fuel","FUEL SEATTLE WA","12.00","debit","Gas & Fuel","Alaska Airlines Visa Signature","",""
"3/12/2012","7-Eleven","7-ELEVEN 25054 EVERETT WA","19.76","debit","Fast Food","Alaska Airlines Visa Signature","",""
